Time_s,Distance_m,RSSI_dBm,Throughput_Mbps,Delay_ms,Jitter_ms,PacketDrop
7.4,73,-47.6321,2500.4,0.715063,0.00333709,0
7.6,75,-48.0617,2498.4,0.730685,0.003336,0
7.8,77,-48.5189,2500.46,0.72269,0.00332654,0
8,79,-48.9643,2501.28,0.730615,0.00333577,0
8.2,81,-49.3987,2499.69,0.725644,0.0033336,0
8.4,83,-49.8224,2499.99,0.733544,0.00333337,0
8.6,85,-50.236,2500.22,0.728922,0.00334112,0
8.8,87,-50.64,2502.58,0.728149,0.00335367,0
9,89,-51.0349,2496.87,0.744441,0.00356536,0
9.2,91,-51.4209,2502.75,0.805377,0.00398478,0
9.4,93,-51.7986,2498.51,0.928997,0.00274154,0
9.6,95,-52.1682,2500.04,0.97822,0.00296661,0
9.8,97,-52.5301,2498.22,1.09821,0.00330314,0
10,99,-52.8847,2409.31,4.63359,0.00206195,0
10.2,101,-53.2321,2405.78,12.1608,0.00202833,0
10.4,103,-53.5727,2423.38,18.7889,0.00198571,0
10.6,105,-53.9068,2413.43,25.3552,0.00201999,2696
10.8,107,-54.2346,2416.38,32.3977,0.00200704,2
11,109,-54.5563,2406.96,39.4295,0.00202641,4
11.2,111,-54.8722,2410.84,46.2148,0.00207628,869
11.4,113,-55.1824,2415.55,47.6468,0.00218053,1435
11.6,115,-55.4872,2413.2,47.6257,0.00217841,1489
11.8,117,-55.7867,2404.6,47.8141,0.00222027,1643
12,119,-56.0811,2397.77,47.8993,0.00223017,1704
12.2,121,-56.3707,2398.71,47.9832,0.00233665,1766
12.4,123,-56.6555,2391.76,48.1037,0.00242279,1854
12.6,125,-56.9357,2404.42,47.7834,0.00238464,1617
12.8,127,-57.2114,2349.49,48.9107,0.00330907,2521
13,129,-57.4828,2269.06,50.5987,0.00452251,3875
13.2,131,-57.7501,2206.82,52.0993,0.00246596,5048
13.4,133,-58.0133,2198.17,52.1978,0.00250243,5151
13.6,135,-58.2726,2185.92,52.6429,0.0026832,5300
13.8,137,-58.5281,2140.46,53.8754,0.0039947,6115
14,139,-58.7798,1836.76,61.446,0.00519066,11244
14.2,141,-59.028,1908.01,60.9013,0.00304442,10072
14.4,143,-59.2727,1919.61,60.1782,0.00286058,9882
14.6,145,-59.514,1908.71,60.2559,0.0029064,10007
14.8,147,-59.7519,1920.67,60.1041,0.0028591,9894
15,149,-59.9867,1915.19,59.987,0.00284264,9922
15.2,151,-60.2183,1919.31,60.0693,0.00287293,9845
15.4,153,-60.4469,1918.72,60.0731,0.0028545,9857
15.6,155,-60.6725,1919.96,59.954,0.00282484,9907
15.8,157,-60.8952,1918.02,60.1524,0.00288774,9866
16,159,-61.1151,1908.18,60.2202,0.00287339,10052
16.2,161,-61.3323,1919.55,60.1085,0.00286881,9867
16.4,163,-61.5468,1923.14,59.7958,0.00281761,9779
16.6,165,-61.7586,1910.71,60.2842,0.00290195,10019
16.8,167,-61.9679,1919.9,59.9257,0.00292871,9867
17,169,-62.1747,1913.72,60.1963,0.00289033,9961
17.2,171,-62.3791,1913.07,60.1612,0.00287166,10000
17.4,173,-62.5811,1916.72,60.0518,0.00290416,9852
17.6,175,-62.7808,1894.64,60.805,0.00336649,10314
17.8,177,-62.9782,1903.3,60.5613,0.00327962,10178
18,179,-63.1734,1856.84,61.856,0.0046362,10890
18.2,181,-63.3664,1842.53,62.5146,0.00527369,11151
18.4,183,-63.5573,1760.04,65.1451,0.00395473,12603
18.6,185,-63.7461,1759.63,65.5448,0.00403719,12551
18.8,187,-63.9329,1752.21,65.8393,0.00432295,12737
19,189,-64.1177,1749.03,65.8283,0.00449234,12763
19.2,191,-64.3006,1715.76,66.8956,0.00537253,13251
19.4,193,-64.4815,1693.92,68.3551,0.00633392,13771
19.6,195,-64.6606,1590.88,71.6268,0.00524437,15381
19.8,197,-64.8379,1590.7,72.3642,0.00464895,15472
20,199,-65.0134,1582.75,72.7081,0.00523519,15548
20.2,201,-52.408,2598.9,44.8763,0.00346885,380
20.4,203,-52.494,2570.7,33.8584,0.00331577,97
20.6,205,-52.5792,2551.8,28.1932,0.00346628,33
20.8,207,-52.6635,2533.19,24.3662,0.00373641,0
21,209,-52.747,2526.42,22.4482,0.00384583,0
21.2,211,-52.8298,2457.53,24.155,0.00488794,0
21.4,213,-52.9117,2404.25,28.6193,0.00206857,1
21.6,215,-52.9929,2392.53,36.5574,0.00206872,100
21.8,217,-53.0733,2415.85,43.8919,0.00201267,284
22,219,-53.153,2411.25,47.6074,0.00218059,1554
22.2,221,-53.232,2397.12,47.8414,0.00223304,1723
22.4,223,-53.3102,2404.13,47.7669,0.0022269,1632
22.6,225,-53.3878,2398.95,47.8643,0.00224451,1745
22.8,227,-53.4708,2412.02,47.5983,0.00218567,1417
23,229,-53.5408,2418.73,47.591,0.00217918,1444
23.2,231,-53.6164,2402.89,47.8068,0.00222342,1668
23.4,233,-53.6912,2401.77,47.7722,0.0022256,1675
23.6,235,-53.7655,2396.65,47.9185,0.00225027,1762
23.8,237,-53.8391,2400.36,47.8068,0.00223625,1653
24,239,-53.9121,2410.66,47.6752,0.00220811,1531
24.2,241,-53.9845,2395.65,47.8715,0.0022335,1811
24.4,243,-54.0562,2400.24,47.8224,0.00217601,1650
24.6,245,-54.1274,2415.49,47.5493,0.00208024,1461
24.8,247,-54.1981,2404.42,47.8082,0.00200444,1661
25,249,-54.2681,2414.61,47.4695,0.00195834,1401
25.2,251,-54.3376,2408.84,47.6585,0.00191664,1597
25.4,253,-54.4065,2398.3,47.85,0.00199687,1693
25.6,255,-54.4749,2405.78,47.7231,0.00206356,1639
25.8,257,-54.5428,2408.66,47.614,0.00212013,1534
26,259,-54.6101,2417.91,47.5203,0.00213078,1433
26.2,261,-54.6769,2398.18,47.7233,0.00220003,1681
26.4,263,-54.7432,2411.37,47.6915,0.00218713,1520
26.6,265,-54.809,2402.54,47.7359,0.00221302,1675
26.8,267,-54.8743,2405.84,47.6978,0.00221252,1597
27,269,-54.9392,2411.43,47.6256,0.00220192,1531
27.2,271,-55.0035,2407.19,47.7033,0.00220194,1563
27.4,273,-55.0674,2403.36,47.6837,0.0022214,1606
27.6,275,-55.1308,2401.07,47.8569,0.00224105,1724
27.8,277,-55.1937,2411.19,47.5571,0.00218982,1502
28,279,-55.2562,2412.55,47.6495,0.00219099,1490
28.2,281,-55.3182,2400.77,47.7185,0.00221987,1687
28.4,283,-55.3798,2401.01,47.7755,0.0022341,1693
28.6,285,-55.441,2410.02,47.6564,0.00220223,1541
28.8,287,-55.5017,2411.55,47.6241,0.00219706,1502
29,289,-55.5621,2398.54,47.7774,0.00223071,1723
29.2,291,-55.622,2403.95,47.6966,0.00221817,1625
29.4,293,-55.6815,2411.9,47.5684,0.00218395,1496
29.6,295,-55.7406,2410.55,47.6545,0.00221761,1549
29.8,297,-55.7992,2411.84,47.5438,0.00219324,1498
30,299,-55.8575,2392.53,47.8575,0.00225063,1815
30.2,301,-55.9154,2402.54,47.7924,0.00223612,1672
30.4,303,-55.973,2401.48,47.7166,0.00223724,1672
30.6,305,-56.0301,2402.3,47.791,0.0022768,1694
30.8,307,-56.0869,2404.42,47.7092,0.00222727,1589
31,309,-56.1433,2411.31,47.5726,0.00218961,1511
31.2,311,-56.1993,2406.84,47.708,0.00225573,1620
31.4,313,-56.2611,2412.73,47.5298,0.00218972,1362
31.6,315,-56.3103,2411.78,47.5964,0.00222013,1609
31.8,317,-56.3653,2390.17,48.0425,0.00244811,1861
32,319,-56.4199,2405.72,47.5834,0.00220623,1595
32.2,321,-56.4742,2401.19,47.783,0.00224098,1696
32.4,323,-56.5282,2395.3,47.9523,0.00240828,1778
32.6,325,-56.5818,2397.89,47.7965,0.00240569,1722
32.8,327,-56.6351,2398.12,47.7706,0.00232187,1731
33,329,-56.688,2392.06,47.9425,0.00241576,1816
33.2,331,-56.7407,2387.82,48.123,0.00244786,1949
33.4,333,-56.793,2392.12,47.9002,0.00246978,1827
33.6,335,-56.845,2388,47.9382,0.0024841,1874
33.8,337,-56.8967,2392.77,48.1466,0.00253351,1868
34,339,-56.9481,2379.16,48.1631,0.00264928,2052
34.2,341,-56.9992,2345.54,48.6763,0.00294994,2397
34.4,343,-57.05,2370.92,48.438,0.00287411,2228
34.6,345,-57.1005,2376.69,48.4008,0.00283137,2254
34.8,347,-57.1507,2377.63,48.2967,0.00274423,2093
35,349,-57.2006,2353.73,48.6412,0.0032041,2514
35.2,351,-57.2503,2350.2,48.9106,0.00326558,2448
35.4,353,-57.2996,2346.66,49.0407,0.00341007,2704
35.6,355,-57.3487,2310.51,49.6006,0.00380233,3194
35.8,357,-57.3975,2291.49,50.2499,0.00432606,3481
36,359,-57.446,2272.24,50.7594,0.00460271,3901
36.2,361,-57.4943,2275.48,50.6025,0.00466741,3858
36.4,363,-57.5422,2245.62,51.2774,0.00507052,4325
36.6,365,-57.59,2214.95,51.6975,0.00229893,4861
36.8,367,-57.6374,2203.17,52.0562,0.00233643,5052
37,369,-57.6846,2204.17,52.0043,0.0022739,5001
37.2,371,-57.7316,2202.41,52.0737,0.00232137,5065
37.4,373,-57.7783,2209.53,51.9321,0.00234758,4922
37.6,375,-57.8247,2205.82,52.0116,0.00231724,5004
37.8,377,-57.8709,2199.29,52.0579,0.002457,5111
38,379,-57.9169,2193.99,52.2604,0.00249835,5212
38.2,381,-57.9626,2190.28,52.4032,0.00246615,5261
38.4,383,-58.0081,2196.64,52.2064,0.00253168,5170
38.6,385,-58.0533,2186.92,52.5266,0.00272765,5323
38.8,387,-58.0983,2181.5,52.503,0.0025983,5384
39,389,-58.1431,2192.22,52.5149,0.0027086,5271
39.2,391,-58.1876,2185.39,52.3652,0.00261455,5315
39.4,393,-58.232,2171.79,52.7595,0.00283376,5573
39.6,395,-58.2761,2181.21,52.7147,0.00294546,5453
39.8,397,-58.3199,2162.9,52.8869,0.00329585,5691
40,399,-58.3636,2172.38,53.0775,0.00305294,5589
40.2,401,-58.407,2145.53,53.3044,0.00345213,6004
40.4,403,-58.4502,2145.88,53.6848,0.00368951,6050
40.6,405,-58.4932,2149.65,53.7339,0.00372836,5963
40.8,407,-58.536,2086.47,54.7546,0.00496628,7003
41,409,-58.5786,2112.44,54.4644,0.00432535,6558
41.2,411,-58.6209,2115.44,54.4683,0.00434025,6557
41.4,413,-58.6631,2104.61,54.6176,0.00475383,6715
41.6,415,-58.7051,2099.31,54.9397,0.00476867,6795
41.8,417,-58.7468,2075.64,55.2753,0.00527069,7126
42,419,-58.7884,1814.27,62.29,0.00619868,11654
42.2,421,-58.8298,1914.13,60.6798,0.003089,10079
42.4,423,-58.8709,1914.48,59.8162,0.00286252,9948
42.6,425,-58.9119,1912.07,59.9894,0.00288913,9954
42.8,427,-58.9527,1916.43,59.8543,0.00287708,9951
43,429,-58.9933,1917.54,59.74,0.00284634,9842
43.2,431,-59.0337,1913.13,59.9481,0.0028924,9993
43.4,433,-59.0739,1904.71,60.1928,0.00293818,10087
43.6,435,-59.1139,1912.66,59.9299,0.00288037,9974
43.8,437,-59.1537,1922.79,59.7337,0.00284255,9858
44,439,-59.1934,1907.24,60.0022,0.00290156,10037
44.2,441,-59.2329,1919.55,59.9465,0.00287282,9865
44.4,443,-59.2722,1912.19,59.8794,0.00288105,9960
44.6,445,-59.3113,1904.89,60.0954,0.00293115,10139
44.8,447,-59.3503,1920.43,59.8488,0.00284797,9839
45,449,-59.389,1915.37,59.7747,0.00286487,9943
45.2,451,-59.4276,1921.31,59.7871,0.00285568,9865
45.4,453,-59.4661,1914.31,59.8499,0.00286954,9955
45.6,455,-59.5043,1914.31,59.8485,0.00287477,9936
45.8,457,-59.5424,1914.31,59.835,0.00287316,9969
46,459,-59.5804,1915.43,59.8686,0.00286863,9873
46.2,461,-59.6181,1910.07,60.0338,0.00290165,10029
46.4,463,-59.6557,1921.37,59.643,0.00284652,9839
46.6,465,-59.6932,1911.42,59.8149,0.00286344,9990
46.8,467,-59.7304,1913.31,59.9825,0.00290754,9985
47,469,-59.7676,1923.67,59.6346,0.00281509,9763
47.2,471,-59.8045,1911.24,59.8995,0.00289474,10015
47.4,473,-59.8413,1923.02,59.6249,0.00282683,9850
47.6,475,-59.878,1916.01,59.7566,0.00286984,9881
47.8,477,-59.9145,1914.25,59.7334,0.00286141,9941
48,479,-59.9508,1921.9,59.774,0.00283964,9819
48.2,481,-59.987,1911.24,59.9429,0.00290026,10018
48.4,483,-60.0292,1916.19,59.7753,0.00286659,9849
48.6,485,-60.0589,1909.83,59.9531,0.00289784,10087
48.8,487,-60.0947,1920.02,59.8637,0.00286789,9856
49,489,-60.1303,1920.08,59.6408,0.0028377,9908
49.2,491,-60.1657,1914.95,59.6552,0.00285214,9892
49.4,493,-60.201,1919.02,59.7884,0.0028598,9863
49.6,495,-60.2362,1911.07,59.9069,0.00289298,10016
49.8,497,-60.2712,1912.19,59.9099,0.00289615,10031
50,499,-60.3061,1908.18,60.0494,0.00291386,9989
50.2,501,-60.3409,1914.42,59.8029,0.0028651,9975
50.4,503,-60.3755,1912.48,59.948,0.00289163,9967
50.6,505,-60.4099,1916.6,59.7995,0.00286402,9916
50.8,507,-60.4443,1919.13,59.7009,0.00286903,9907
51,509,-60.4785,1913.48,59.7529,0.00287079,9951
51.2,511,-60.5125,1916.72,59.7495,0.00285685,9903
51.4,513,-60.5465,1917.84,59.6998,0.00285475,9872
51.6,515,-60.5803,1913.25,59.811,0.00288082,9972
51.8,517,-60.6139,1910.95,59.8824,0.00289337,10042
52,519,-60.6475,1915.19,59.8102,0.00288106,9894
52.2,521,-60.6809,1915.48,59.7683,0.00286823,9948
52.4,523,-60.7141,1913.25,59.8688,0.00288733,9976
52.6,525,-60.7473,1913.31,59.8278,0.00288229,9982
52.8,527,-60.7803,1910.36,60.0304,0.00290893,9993
53,529,-60.8132,1910.24,59.9397,0.00290813,10020
53.2,531,-60.846,1910.89,59.8188,0.0028851,10005
53.4,533,-60.8787,1913.01,59.9395,0.00289867,9980
53.6,535,-60.9112,1908.48,59.9949,0.00290905,10030
53.8,537,-60.9436,1917.78,59.7808,0.00287882,9934
54,539,-60.9759,1914.84,59.6695,0.00286413,9905
54.2,541,-61.0081,1905.77,60.0557,0.00292268,10084
54.4,543,-61.0401,1913.42,59.8359,0.00288411,9970
54.6,545,-61.072,1911.77,59.8476,0.00288267,9997
54.8,547,-61.1039,1916.9,59.7741,0.00287096,9900
55,549,-61.1356,1913.95,59.7055,0.00287379,9983
55.2,551,-61.1671,1908.07,60.1357,0.00293892,10090
55.4,553,-61.1986,1914.66,59.6328,0.00285302,9913
55.6,555,-61.23,1916.54,59.7207,0.00287637,9900
55.8,557,-61.2612,1912.07,59.7785,0.00287253,10017
56,559,-61.2923,1919.02,59.7319,0.0028676,9856
56.2,561,-61.3234,1908.12,59.9832,0.00291818,10068
56.4,563,-61.3543,1912.25,59.8262,0.00287944,9965
56.6,565,-61.3851,1917.84,59.7093,0.00286414,9904
56.8,567,-61.4158,1914.48,59.6201,0.00286386,9939
57,569,-61.4525,1915.54,59.8684,0.00289877,9873
57.2,571,-61.4768,1918.55,59.6496,0.00284522,9931
57.4,573,-61.5072,1913.07,59.779,0.00287957,9967
57.6,575,-61.5375,1905.59,60.0514,0.00293002,10089
57.8,577,-61.5676,1909.77,59.9468,0.00297901,10032
58,579,-61.5977,1913.95,59.7353,0.00287895,9968
58.2,581,-61.6276,1916.25,59.8392,0.0028866,9910
58.4,583,-61.6575,1923.73,59.378,0.00280348,9817
58.6,585,-61.6872,1915.01,59.7169,0.00287789,9932
58.8,587,-61.7169,1915.07,59.7367,0.00285506,9931
59,589,-61.7464,1914.25,59.6973,0.00287929,9933
59.2,591,-61.7759,1913.48,59.8002,0.00288467,9994
59.4,593,-62.0455,1910.01,59.8956,0.00290273,9996
59.6,595,-62.5179,1911.3,59.7945,0.00307909,10028
59.8,597,-62.9886,1872.97,60.8707,0.00406327,10624
60,599,-63.4577,1839.82,62.3321,0.00533579,11233
60.2,601,-63.9253,1740.61,65.246,0.00430889,12877
60.4,603,-64.3914,1693.39,67.0781,0.00598791,13565
60.6,605,-64.8559,1592.94,71.1897,0.005328,15528
60.8,607,-65.3188,1568.33,72.967,0.00610658,15856
61,609,-65.7803,1537.18,74.4511,0.00788351,16373
61.2,611,-66.2463,1236.6,87.9201,0.00876885,21386
61.4,613,-66.6986,1235.6,92.5444,0.00959574,21555
61.6,615,-67.1555,1237.36,92.3741,0.00954825,21438
61.8,617,-67.611,1235.83,92.399,0.0095917,21472
62,619,-68.065,1234.07,92.6611,0.00961023,21545
62.2,621,-68.5175,1235.01,92.4369,0.00961462,21471
62.4,623,-68.9685,1236.42,92.2713,0.00955609,21470
62.6,625,-69.4181,1231.65,92.6041,0.00965805,21537
62.8,627,-69.8663,1231.59,92.67,0.00990568,21532
63,629,-70.3176,1222.88,93.1624,0.0104605,21604
63.2,631,-70.7584,950.912,111.973,0.0136377,26349
63.4,633,-71.2023,926.771,121.377,0.016057,26771
63.6,635,-71.6493,3.06176,123.986,0.00667365,42264
63.8,637,-72.0905,0,0,0,42462
64,639,-72.5302,0,0,0,42463
64.2,641,-72.9686,0,0,0,42463
