Time_s,Distance_m,RSSI_dBm,Throughput_Mbps,Delay_ms,Jitter_ms,PacketDrop
7.2,71,-47.3606,3574.02,47.722,0.00414685,24987
7.4,73,-47.6321,3261.6,49.3627,0.00484267,28073
7.6,75,-48.0617,2831.07,56.3965,0.00669326,37258
7.8,77,-48.5189,2397.83,64.9165,0.00893756,43801
8,79,-48.9643,3669.22,49.0116,0.00435799,24241
8.2,81,-49.3987,3562.71,47.2026,0.004072,24153
8.4,83,-49.8224,3513.43,47.9106,0.00418663,25171
8.6,85,-50.236,3492.58,47.6753,0.00423632,24343
8.8,87,-50.64,3613.17,46.7346,0.00401761,23833
9,89,-51.0349,3554.7,48.3184,0.00437837,25176
9.2,91,-51.4209,3767.85,45.3075,0.00417867,21554
9.4,93,-51.7986,3470.8,48.2321,0.00425098,25633
9.6,95,-52.1682,3483.11,48.0956,0.00426433,25607
9.8,97,-52.5301,3456.73,48.8116,0.0046441,26695
10,99,-52.8847,3109.86,51.687,0.00512132,30812
10.2,101,-53.2321,2874.17,56.5999,0.0066587,36595
10.4,103,-53.5727,2450.82,61.8235,0.00803081,42468
10.6,105,-53.9068,3348.39,51.7003,0.00504447,35512
10.8,107,-54.2346,2956.95,54.0418,0.00596182,33952
11,109,-54.5563,2735.68,58.4267,0.00707405,38515
11.2,111,-54.8722,3230.92,51.4912,0.00508118,30359
11.4,113,-55.1824,3318.18,49.6964,0.00468374,28671
11.6,115,-55.4872,3018.42,52.9261,0.00561605,33186
11.8,117,-55.7867,2799.1,56.67,0.00672705,37105
12,119,-56.0811,2395.59,64.5043,0.00895733,44290
12.2,121,-56.3707,2916.15,56.2777,0.00625623,35622
12.4,123,-56.6555,3050.75,53.3509,0.00566574,33208
12.6,125,-56.9357,2978.09,54.2588,0.00599467,34787
12.8,127,-57.2175,116.582,55.6886,0.00713695,81597
13,129,-57.489,0,0,0,84925
13.2,131,-57.7562,0,0,0,84927
13.4,133,-58.0195,0,0,0,84926
13.6,135,-58.2726,137.603,1034.74,0.425557,83166
13.8,137,-58.5342,176.64,1033.36,0.00623324,79897
14,139,-58.786,0,0,0,84926
14.2,141,-59.0342,0,0,0,84925
14.4,143,-59.2788,0,0,0,84926
14.6,145,-59.5185,41.3338,2014.04,1.40374,85198
14.8,147,-59.7581,195.717,1484.94,0.301348,78870
15,149,-59.9928,0,0,0,84926
15.2,151,-60.2245,0,0,0,84925
15.4,153,-60.4531,0,0,0,84926
15.6,155,-60.6787,0,0,0,84926
15.8,157,-60.9014,256.01,1783.36,0.45688,78918
16,159,-61.1213,0,0,0,84926
16.2,161,-61.3384,0,0,0,84925
16.4,163,-61.5529,0,0,0,84926
16.6,165,-61.7648,0,0,0,84925
16.8,167,-61.9741,301.701,1776.81,0.387887,79117
17,169,-62.1809,0,0,0,84926
17.2,171,-62.3852,0,0,0,84925
17.4,173,-62.5872,0,0,0,84926
17.6,175,-62.7869,0,0,0,84926
17.8,177,-62.9843,270.083,1863.07,0.433099,79116
18,179,-63.1795,0,0,0,84926
18.2,181,-63.3725,0,0,0,84926
18.4,183,-63.5634,0,0,0,84926
18.6,185,-63.7523,0,0,0,84925
18.8,187,-63.9391,289.513,1779.81,0.404159,79060
19,189,-64.1239,0,0,0,84926
19.2,191,-64.3067,0,0,0,84926
19.4,193,-64.4877,0,0,0,84925
19.6,195,-64.6668,0,0,0,84926
19.8,197,-64.844,267.433,1783.59,0.438357,79063
20,199,-65.0195,0,0,0,84925
20.2,201,-52.408,2933.58,216.865,0.040289,35395
20.4,203,-52.494,2838.31,57.1054,0.00676807,36563
20.6,205,-52.5792,2634.29,60.9194,0.00789218,41117
20.8,207,-52.6635,2595.19,60.9315,0.00803859,40737
21,209,-52.747,2441.99,64.5109,0.00893632,43472
21.2,211,-52.8298,2411.49,64.6682,0.00903329,43797
21.4,213,-52.9117,3246.53,52.4138,0.00516807,30012
21.6,215,-52.9929,3255,50.3223,0.0048174,29016
21.8,217,-53.0733,3336.44,49.9517,0.00459657,29251
22,219,-53.153,2931.34,54.2928,0.00597965,33992
22.2,221,-53.232,3277.14,51.3499,0.00498366,30250
22.4,223,-53.3102,3053.34,53.2846,0.00566365,33040
22.6,225,-53.3939,3106.16,52.4868,0.00536203,33834
22.8,227,-53.4646,2866.63,55.7229,0.00645366,37681
23,229,-53.5408,2946.53,55.1305,0.00619537,34271
23.2,231,-53.6164,2773.84,57.4073,0.00681641,38015
23.4,233,-53.6912,2659.96,59.1867,0.00736586,39736
23.6,235,-53.7655,2789.62,58.48,0.00700208,37849
23.8,237,-53.8391,2522.77,61.8197,0.00811275,43320
24,239,-53.9121,2495.45,61.4272,0.00810162,41657
24.2,241,-53.9845,2424.38,64.8737,0.00885949,44080
24.4,243,-54.0562,3129.12,54.2138,0.00572429,32384
24.6,245,-54.1274,3177.34,51.8454,0.00519992,31535
24.8,247,-54.1981,3024.84,53.1947,0.00560594,33709
25,249,-54.2681,3229.1,51.0774,0.00496412,30464
25.2,251,-54.3376,3186.64,51.5137,0.00509652,30384
25.4,253,-54.4065,3262.19,50.6854,0.00489075,30271
25.6,255,-54.4749,3130.3,50.9587,0.0051327,30514
25.8,257,-54.5428,3251.41,51.7678,0.00511253,31877
26,259,-54.6101,3000.52,53.3785,0.00574852,33275
26.2,261,-54.6769,3061.29,52.2234,0.0054666,32389
26.4,263,-54.7432,2993.75,54.1432,0.00596417,34107
26.6,265,-54.809,2862.27,56.7738,0.00669504,36893
26.8,267,-54.8805,2729.32,58.8438,0.00709593,40153
27,269,-54.9392,2672.86,58.2422,0.00726857,39400
27.2,271,-55.0035,2823.12,57.8842,0.00708602,36943
27.4,273,-55.0674,2704.01,57.009,0.00701436,38785
27.6,275,-55.1308,2449.7,63.1843,0.00840191,42383
27.8,277,-55.1937,2352.37,65.3043,0.0091829,46477
28,279,-55.2562,2282.07,68.5574,0.00986397,46720
28.2,281,-55.3182,3007.88,54.7391,0.0059755,33832
28.4,283,-55.3798,2960.78,54.6376,0.00599088,34844
28.6,285,-55.441,3139.89,51.4948,0.00515706,31347
28.8,287,-55.5017,3123.23,51.9677,0.00519617,32919
29,289,-55.5621,2968.85,53.8679,0.00584066,34180
29.2,291,-55.622,2984.69,53.5801,0.00569663,33981
29.4,293,-55.6815,3037.62,53.0168,0.0055667,32866
29.6,295,-55.7406,2935.23,54.9886,0.00609868,35193
29.8,297,-55.7992,3001.11,53.3098,0.0056866,34131
30,299,-55.8575,3063.35,53.78,0.00557263,33621
30.2,301,-55.9154,3203.9,50.7758,0.00495225,30615
