Time_s,Distance_m,RSSI_dBm,Throughput_Mbps,Delay_ms,Jitter_ms,PacketDrop
7.2,71,-47.3606,2490.27,81.8324,0.00545376,42634
7.4,73,-47.6321,2474.02,82.0982,0.0055273,42925
7.6,75,-48.0617,2479.32,82.031,0.00554704,42842
7.8,77,-48.5189,2451.59,82.5194,0.00563805,43262
8,79,-48.9643,2481.97,82.0494,0.00537936,42757
8.2,81,-49.3987,2459.59,82.3051,0.00556273,43137
8.4,83,-49.8224,2473.96,82.2518,0.00548774,42926
8.6,85,-50.236,2463.6,82.2649,0.00545836,43051
8.8,87,-50.64,2487.09,81.914,0.00540059,42761
9,89,-51.0349,2462.24,82.2904,0.00549007,43099
9.2,91,-51.4209,2470.37,82.2618,0.00573243,42957
9.4,93,-51.7986,2431.16,82.9271,0.00570751,43645
9.6,95,-52.1682,2374.87,84.0565,0.00583395,44584
9.8,97,-52.5301,2383.7,84.0664,0.00589237,44397
10,99,-52.8847,2336.77,84.9654,0.00570381,45263
10.2,101,-53.2321,2234.32,87.1753,0.00583964,46998
10.4,103,-53.5727,2239.15,87.5631,0.0061185,46916
10.6,105,-53.9068,2223.07,87.7712,0.00612623,52958
10.8,107,-54.2346,2240.38,87.4713,0.00616549,46876
11,109,-54.5563,2232.67,87.503,0.0061247,47049
11.2,111,-54.8722,2233.91,87.5209,0.00617667,46944
11.4,113,-55.1824,2192.63,88.5744,0.00627028,47729
11.6,115,-55.4872,2201.99,88.3797,0.00628293,47505
11.8,117,-55.7867,2047.49,91.9281,0.00663853,50131
12,119,-56.0811,2035.3,92.9159,0.00698687,50327
12.2,121,-56.3707,2032.66,93.1457,0.00704085,50435
12.4,123,-56.6555,2040.02,92.7968,0.00691359,50279
12.6,125,-56.9357,2029.89,93.1382,0.00700402,50434
12.8,127,-57.2175,160.742,100.253,0.0148434,81189
13,129,-57.489,0,0,0,84925
13.2,131,-57.7501,435.889,609.546,0.0817976,77960
13.4,133,-58.0195,0,0,0,84448
13.6,135,-58.2787,0,0,0,84925
13.8,137,-58.5281,627.72,793.091,0.111902,74912
14,139,-58.7798,1009.97,174.574,0.0502261,68066
14.2,141,-59.028,823.496,159.832,0.0226881,69957
14.4,143,-59.2788,0,0,0,84926
14.6,145,-59.5201,0,0,0,84925
14.8,147,-59.7519,747.54,584.421,0.0988731,73069
15,149,-59.9867,714.685,159.94,0.0226649,71907
15.2,151,-60.2245,0,0,0,84925
15.4,153,-60.4531,0,0,0,84926
15.6,155,-60.6725,859.059,527.902,0.0888134,71024
15.8,157,-60.9014,326.431,159.52,0.0229637,78652
16,159,-61.1213,0,0,0,84926
16.2,161,-61.3323,257.894,640.262,0.134074,81301
16.4,163,-61.5529,351.101,640.249,0.0233886,78165
16.6,165,-61.7648,0,0,0,84925
16.8,167,-61.9679,141.901,806.999,0.423456,82436
17,169,-62.1809,0,0,0,84926
17.2,171,-62.3852,0,0,0,84925
17.4,173,-62.5872,154.266,1120.9,0.209402,82264
17.6,175,-62.7869,0,0,0,84926
17.8,177,-62.9782,67.712,1601.31,0.44326,84005
18,179,-63.1795,781.514,914.037,0.131272,71343
18.2,181,-63.3725,0,0,0,84926
18.4,183,-63.5634,0,0,0,84926
18.6,185,-63.7523,141.842,640.873,0.225929,82478
18.8,187,-63.9391,0,0,0,84926
19,189,-64.1177,262.84,1117.73,0.13259,81192
19.2,191,-64.3067,0,0,0,84154
19.4,193,-64.4877,0,0,0,84925
19.6,195,-64.6668,104.806,1600.26,0.29821,83104
19.8,197,-64.844,0,0,0,84926
20,199,-65.0134,62.5306,2080.14,0.477126,84671
20.2,201,-52.408,2279.24,357.426,0.0575245,46379
20.4,203,-52.494,2268.59,86.5323,0.00604479,46445
20.6,205,-52.5792,2272.53,86.3485,0.00609575,46277
20.8,207,-52.6635,2280.78,86.2396,0.00618897,46215
21,209,-52.747,2272.24,86.3765,0.00620415,46291
21.2,211,-52.8298,2281.01,86.2169,0.00611052,46220
21.4,213,-52.9117,2218.19,87.6294,0.00605431,47256
21.6,215,-52.9929,2233.14,87.2404,0.00597942,46975
21.8,217,-53.0733,2247.8,87.1114,0.00608352,46770
22,219,-53.153,2225.66,87.516,0.00620808,47157
22.2,221,-53.232,2222.9,87.5758,0.00622832,47160
22.4,223,-53.3102,2226.08,87.4638,0.00608886,47077
22.6,225,-53.3878,2223.01,87.65,0.00628273,47267
22.8,227,-53.4646,2233.02,87.4061,0.00619834,47053
23,229,-53.5408,2226.96,87.472,0.00618791,47044
23.2,231,-53.6164,2229.61,87.4812,0.00605961,47087
23.4,233,-53.6912,2236.56,87.3589,0.00612338,46955
23.6,235,-53.7655,2234.79,87.2757,0.00627131,46975
23.8,237,-53.8391,2231.02,87.3051,0.00605516,47008
24,239,-53.9121,2225.25,87.4311,0.0061947,47096
24.2,241,-53.9845,2229.26,87.3778,0.00616215,47143
24.4,243,-54.0562,2239.27,87.2954,0.00625005,46932
24.6,245,-54.1274,2234.26,87.3048,0.00630695,46978
24.8,247,-54.1981,2193.57,88.0697,0.00634266,47632
25,249,-54.2681,2193.28,88.2948,0.00631688,47723
25.2,251,-54.3376,2190.39,88.3983,0.00623513,47710
25.4,253,-54.4065,2189.22,88.3059,0.00621497,47733
25.6,255,-54.4749,2186.69,88.4716,0.00620975,47894
25.8,257,-54.5428,2185.8,88.4362,0.00630243,47803
26,259,-54.6101,2194.05,88.3161,0.00632405,47663
26.2,261,-54.6769,2187.45,88.3289,0.00655202,47835
26.4,263,-54.7432,2039.78,92.0348,0.00677596,50408
26.6,265,-54.809,2025.77,92.7832,0.00699299,50459
26.8,267,-54.8743,2041.9,92.602,0.00688985,50294
27,269,-54.9392,2027.47,92.9271,0.0070164,50467
27.2,271,-55.0035,2031.18,92.7911,0.00693757,50443
27.4,273,-55.0674,2045.08,92.4234,0.00688858,50193
27.6,275,-55.1308,2017.82,93.0184,0.00700923,50660
27.8,277,-55.1937,2037.72,92.6689,0.00696848,50304
28,279,-55.2562,2030.54,92.8201,0.00702943,50613
28.2,281,-55.3182,2031.3,92.7828,0.0069803,50404
28.4,283,-55.3798,2034.3,92.6453,0.00702029,50401
28.6,285,-55.441,2042.37,92.399,0.00691406,50276
28.8,287,-55.5017,2034.95,92.608,0.00694728,50359
29,289,-55.5621,2034.25,92.6849,0.00692123,50360
29.2,291,-55.622,2041.08,92.4658,0.00697341,50276
29.4,293,-55.6815,2032.01,92.6709,0.00695816,50395
29.6,295,-55.7406,2035.95,92.7391,0.00697785,50366
29.8,297,-55.7992,2033.19,92.435,0.00693126,50364
30,299,-55.8575,2024.47,93.0957,0.00698053,50561
30.2,301,-55.9154,2042.55,92.4549,0.00698207,50230
